"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",16.5,224,37
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",4.5,381,17
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",0,24,0
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","50+","Adult",9.7,4110,397
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",24.7,267,66
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",35.1,493,173
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",8.3,108,9
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",15.6,64,10
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","18 to 20","Adult",30,8053,2413
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",26.6,395,105
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",29.2,538,157
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",4.9,144,7
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",14.1,85,12
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","21 to 24","Adult",26.2,8011,2101
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",18.6,408,76
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",25.7,569,146
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",6,149,9
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",13.5,111,15
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","25 to 29","Adult",26.1,7319,1907
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",25.3,300,76
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",25.5,427,109
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",5.4,112,6
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",15.6,90,14
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","30 to 34","Adult",28.1,5355,1504
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",13.2,197,26
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",21.7,314,68
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",2.9,139,4
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",16.7,54,9
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","35 to 39","Adult",24.3,5200,1266
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",9.4,117,11
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",22.1,294,65
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",1.9,105,2
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",10.5,38,4
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","40 to 44","Adult",20.7,4601,954
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",10.1,69,7
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",13.7,204,28
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",3.3,91,3
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",5.3,19,1
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","45 to 49","Adult",17.7,3016,533
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",6.9,116,8
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",10,110,11
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",1.2,260,3
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",10,30,3
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","50+","Adult",11,4073,449
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",23.8,80,19
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",36,50,18
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",16.3,49,8
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",12.5,16,2
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","18 to 20","Adult",37.3,5932,2214
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",23.7,114,27
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",27.3,66,18
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",12.3,73,9
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","21 to 24","Adult",26.3,38,10
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","18 to 20","Adult",25.3,83,21
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","18 to 20","Adult",31.4,86,27
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","18 to 20","Adult",9.8,102,10
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","18 to 20","Adult",45,20,9
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","18 to 20","Adult",31.8,6042,1920
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","21 to 24","Adult",26.2,80,21
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","21 to 24","Adult",27.4,106,29
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","21 to 24","Adult",8.7,138,12
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","21 to 24","Adult",25.5,51,13
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","21 to 24","Adult",28,5886,1648
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","25 to 29","Adult",25.9,85,22
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","25 to 29","Adult",31.1,103,32
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","25 to 29","Adult",9.1,110,10
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","25 to 29","Adult",20,40,8
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","25 to 29","Adult",28.2,5020,1415
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","30 to 34","Adult",27.8,72,20
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","30 to 34","Adult",29.4,68,20
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","30 to 34","Adult",8.1,111,9
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","30 to 34","Adult",16,25,4
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","30 to 34","Adult",26.4,3829,1009
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","35 to 39","Adult",6.2,32,2
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","35 to 39","Adult",33.9,56,19
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","35 to 39","Adult",3.4,118,4
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","35 to 39","Adult",25,20,5
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","35 to 39","Adult",22.8,3292,750
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","40 to 44","Adult",11.5,26,3
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","40 to 44","Adult",24.4,41,10
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","40 to 44","Adult",3,134,4
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","40 to 44","Adult",20,15,3
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","40 to 44","Adult",18.9,2688,509
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","45 to 49","Adult",6.7,15,1
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","45 to 49","Adult",11.1,27,3
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","45 to 49","Adult",6.1,99,6
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","45 to 49","Adult",11.1,9,1
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","45 to 49","Adult",15.1,1651,250
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","50+","Adult",0,12,0
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","50+","Adult",14.3,21,3
