"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.16","2011","0.12","0.21"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.39","1145","0.33","0.45"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.46","387","0.35","0.56"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.25","2857","0.22","0.29"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.12","813","-0.2","-0.05"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.45","1732","0.4","0.5"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.15","312","0.03","0.26"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.82","57","0.55","1.1"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.43","783","0.35","0.5"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.54","430","-0.64","-0.43"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","FSM","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.3","33878","-0.31","-0.29"
"Average Progress 8 score","2016","Academic year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.35","6522","0.32","0.38"
"Average Progress 8 score","2016","Academic year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.03","9802","-0.05","0"
"Average Progress 8 score","2016","Academic year","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.18","3954","0.15","0.21"
"Average Progress 8 score","2016","Academic year","Asian - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.35","3617","0.32","0.39"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.01","12056","-0.03","0.01"
"Average Progress 8 score","2016","Academic year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.35","3353","-0.38","-0.31"
"Average Progress 8 score","2016","Academic year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.17","7307","0.14","0.19"
"Average Progress 8 score","2016","Academic year","Black - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.12","1396","-0.18","-0.07"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.56","816","0.49","0.63"
"Average Progress 8 score","2016","Academic year","Other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.35","3245","0.32","0.39"
"Average Progress 8 score","2016","Academic year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.44","2534","-0.48","-0.4"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.17","260504","-0.17","-0.16"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.05","200058","0.05","0.06"
"Average Progress 8 score","2016","Academic year","White - British","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.03","190237","0.02","0.03"
"Average Progress 8 score","2016","Academic year","White - Irish","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.22","829","0.14","0.29"
"Average Progress 8 score","2016","Academic year","White - Irish Traveller","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.97","53","-1.26","-0.69"
"Average Progress 8 score","2016","Academic year","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.63","364","-0.74","-0.52"
"Average Progress 8 score","2016","Academic year","White - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.57","8575","0.55","0.59"
