"Measurement","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Value","Value_type","Denominator"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Wirral","E08000015","White","White/Asian/Black/Mixed/Chinese","Boys","76","%","1765"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Barnsley","E08000016","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","1455"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Bradford","E08000032","White","White/Asian/Black/Mixed/Chinese","Boys","73","%","2123"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Calderdale","E08000033","White","White/Asian/Black/Mixed/Chinese","Boys","79","%","1116"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Doncaster","E08000017","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","1730"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","White","White/Asian/Black/Mixed/Chinese","Boys","77","%","1731"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","White/Asian/Black/Mixed/Chinese","Boys","72","%","1505"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kirklees","E08000034","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","1812"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Leeds","E08000035","White","White/Asian/Black/Mixed/Chinese","Boys","73","%","3660"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North East Lincolnshire","E06000012","White","White/Asian/Black/Mixed/Chinese","Boys","77","%","938"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Lincolnshire","E06000013","White","White/Asian/Black/Mixed/Chinese","Boys","80","%","919"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Yorkshire","E10000023","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","3028"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Rotherham","E08000018","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","1479"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Sheffield","E08000019","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","2322"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Wakefield","E08000036","White","White/Asian/Black/Mixed/Chinese","Boys","71","%","1929"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","York","E06000014","White","White/Asian/Black/Mixed/Chinese","Boys","79","%","902"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derby","E06000015","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","1178"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derbyshire","E10000007","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","4108"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicester","E06000016","White","White/Asian/Black/Mixed/Chinese","Boys","67","%","926"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicestershire","E10000018","White","White/Asian/Black/Mixed/Chinese","Boys","76","%","3340"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Lincolnshire","E10000019","White","White/Asian/Black/Mixed/Chinese","Boys","80","%","3992"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Northamptonshire","E10000021","White","White/Asian/Black/Mixed/Chinese","Boys","78","%","4039"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottingham","E06000018","White","White/Asian/Black/Mixed/Chinese","Boys","68","%","1094"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottinghamshire","E10000024","White","White/Asian/Black/Mixed/Chinese","Boys","73","%","4344"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Rutland","E06000017","White","White/Asian/Black/Mixed/Chinese","Boys","77","%","173"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Birmingham","E08000025","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","2939"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Coventry","E08000026","White","White/Asian/Black/Mixed/Chinese","Boys","73","%","1405"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Dudley","E08000027","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","1505"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Herefordshire, County of","E06000019","White","White/Asian/Black/Mixed/Chinese","Boys","76","%","937"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Sandwell","E08000028","White","White/Asian/Black/Mixed/Chinese","Boys","73","%","1248"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Shropshire","E06000051","White","White/Asian/Black/Mixed/Chinese","Boys","78","%","1444"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Solihull","E08000029","White","White/Asian/Black/Mixed/Chinese","Boys","79","%","1056"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Staffordshire","E10000028","White","White/Asian/Black/Mixed/Chinese","Boys","79","%","4469"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Stoke-on-Trent","E06000021","White","White/Asian/Black/Mixed/Chinese","Boys","75","%","1272"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Telford and Wrekin","E06000020","White","White/Asian/Black/Mixed/Chinese","Boys","80","%","949"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Walsall","E08000030","White","White/Asian/Black/Mixed/Chinese","Boys","79","%","1233"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Warwickshire","E10000031","White","White/Asian/Black/Mixed/Chinese","Boys","78","%","2790"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Wolverhampton","E08000031","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","941"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Worcestershire","E10000034","White","White/Asian/Black/Mixed/Chinese","Boys","78","%","3014"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Bedford","E06000055","White","White/Asian/Black/Mixed/Chinese","Boys","71","%","801"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Cambridgeshire","E10000003","White","White/Asian/Black/Mixed/Chinese","Boys","74","%","3218"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Central Bedfordshire","E06000056","White","White/Asian/Black/Mixed/Chinese","Boys","77","%","1585"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Essex","E10000012","White","White/Asian/Black/Mixed/Chinese","Boys","77","%","7454"
