"Title"," EBacc achievement by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Notes","Girls-Value","Girls-Denominator","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","23","189","NA","NA","","17","90","","29","99",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","7","69","NA","NA","","x","36","Suppressed","x","33","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","70","NA","NA","","22","36","","38","34",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","19","155","NA","NA","","12","84","","28","71",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","31","187","NA","NA","","31","95","","32","92",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","9","223","NA","NA","","3","105","","15","118",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","26","169","NA","NA","","22","93","","32","76",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","16","143","NA","NA","","12","69","","20","74",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","33","194","NA","NA","","25","103","","41","91",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","26","103","NA","NA","","23","53","","30","50",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","30","541","NA","NA","","27","268","","34","273",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","702","NA","NA","","28","366","","37","336",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","14","192","NA","NA","","11","90","","16","102",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","19","178","NA","NA","","14","91","","23","87",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","28","105","NA","NA","","16","55","","40","50",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","37","91","NA","NA","","33","46","","42","45",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","20","305","NA","NA","","17","133","","22","172",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","43","61","NA","NA","","34","32","","52","29",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","25","142","NA","NA","","7","60","","39","82",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable",".",".","Not applicable",".",".","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","34","193","NA","NA","","25","80","","41","113",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","39","133","NA","NA","","27","71","","53","62",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","32","253","NA","NA","","27","125","","38","128",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","23","158","NA","NA","","20","93","","28","65",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","38","113","NA","NA","","34","62","","43","51",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","22","228","NA","NA","","19","129","","25","99",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","27","286","NA","NA","","20","150","","35","136",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","23","199","NA","NA","","19","103","","27","96",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","35","255","NA","NA","","30","137","","40","118",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","17","129","NA","NA","","17","64","","17","65",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","34","188","NA","NA","","27","100","","41","88",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","34","130","NA","NA","","18","62","","49","68",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","15","141","NA","NA","","12","67","","18","74",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","45","363","NA","NA","","41","170","","48","193",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","29","161","NA","NA","","27","90","","31","71",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","25","158","NA","NA","","16","86","","36","72",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","39","229","NA","NA","","35","105","","42","124",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","24","424","NA","NA","","16","178","","29","246",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","39","195","NA","NA","","29","91","","47","104",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","30","324","NA","NA","","24","184","","39","140",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","32","208","NA","NA","","27","98","","37","110",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","28","163","NA","NA","","22","72","","32","91",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","32","127","NA","NA","","27","67","","37","60",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","26","299","NA","NA","","22","154","","30","145",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","43","224","NA","NA","","44","101","","43","123",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","58","115","NA","NA","","59","41","","58","74",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","30","155","NA","NA","","30","73","","31","82",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","29","230","NA","NA","","22","113","","36","117",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","44","135","NA","NA","","40","67","","49","68",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","50","201","NA","NA","","47","104","","53","97",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","24","227","NA","NA","","23","109","","25","118",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","27","49","NA","NA","","30","27","","23","22",""
