"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Shropshire","Local Authority","E06000051","Boys","All pupils","20.3","1532","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Solihull","Local Authority","E08000029","Boys","All pupils","20.8","1559","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Staffordshire","Local Authority","E10000028","Boys","All pupils","15.3","4469","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","11.9","1129","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","17.8","1093","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Walsall","Local Authority","E08000030","Boys","All pupils","17.3","1709","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Warwickshire","Local Authority","E10000031","Boys","All pupils","23.7","2913","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Wolverhampton","Local Authority","E08000031","Boys","All pupils","8.7","1209","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Worcestershire","Local Authority","E10000034","Boys","All pupils","20.5","2818","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Bedford","Local Authority","E06000055","Boys","All pupils","12.5","942","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Cambridgeshire","Local Authority","E10000003","Boys","All pupils","21.3","2898","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Central Bedfordshire","Local Authority","E06000056","Boys","All pupils","14.4","1279","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Essex","Local Authority","E10000012","Boys","All pupils","18.4","7474","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hertfordshire","Local Authority","E10000015","Boys","All pupils","27.3","6510","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Luton","Local Authority","E06000032","Boys","All pupils","17.2","1253","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Norfolk","Local Authority","E10000020","Boys","All pupils","15.2","4112","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Peterborough","Local Authority","E06000031","Boys","All pupils","16","1155","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","31.3","1024","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Suffolk","Local Authority","E10000029","Boys","All pupils","14","3661","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Thurrock","Local Authority","E06000034","Boys","All pupils","20.5","862","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Camden","Local Authority","E09000007","Boys","All pupils","21.3","605","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hackney","Local Authority","E09000012","Boys","All pupils","26.9","916","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","33.4","649","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Haringey","Local Authority","E09000014","Boys","All pupils","23","1112","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Islington","Local Authority","E09000019","Boys","All pupils","24.3","761","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","36.5","430","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Lambeth","Local Authority","E09000022","Boys","All pupils","19.9","970","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Lewisham","Local Authority","E09000023","Boys","All pupils","16.1","1236","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Newham","Local Authority","E09000025","Boys","All pupils","25.6","1780","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Southwark","Local Authority","E09000028","Boys","All pupils","31.6","1141","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","24.1","1294","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Wandsworth","Local Authority","E09000032","Boys","All pupils","30.6","872","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Westminster","Local Authority","E09000033","Boys","All pupils","23.1","763","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","17.2","1110","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Barnet","Local Authority","E09000003","Boys","All pupils","39.1","1856","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Bexley","Local Authority","E09000004","Boys","All pupils","23.6","1641","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Brent","Local Authority","E09000005","Boys","All pupils","25.4","1515","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Bromley","Local Authority","E09000006","Boys","All pupils","28.4","1587","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Croydon","Local Authority","E09000008","Boys","All pupils","16.3","1885","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Ealing","Local Authority","E09000009","Boys","All pupils","28.3","1427","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Enfield","Local Authority","E09000010","Boys","All pupils","26.5","1808","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Greenwich","Local Authority","E09000011","Boys","All pupils","21.7","1093","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Harrow","Local Authority","E09000015","Boys","All pupils","24.8","1063","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Havering","Local Authority","E09000016","Boys","All pupils","24.2","1481","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hillingdon","Local Authority","E09000017","Boys","All pupils","20.5","1637","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hounslow","Local Authority","E09000018","Boys","All pupils","32.9","1354","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","45.8","703","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Merton","Local Authority","E09000024","Boys","All pupils","25.2","731","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Redbridge","Local Authority","E09000026","Boys","All pupils","27.4","1747","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","35.3","638","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Sutton","Local Authority","E09000029","Boys","All pupils","39.1","1370","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Waltham Forest","Local Authority","E09000031","Boys","All pupils","15.3","1259","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","17.5","548","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","21","1094","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","33.2","2836","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","East Sussex","Local Authority","E10000011","Boys","All pupils","17.6","2500","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Hampshire","Local Authority","E10000014","Boys","All pupils","20.9","6758","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Isle of Wight","Local Authority","E06000046","Boys","All pupils","7.6","674","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Kent","Local Authority","E10000016","Boys","All pupils","24.3","7996","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Medway","Local Authority","E06000035","Boys","All pupils","23.8","1508","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Milton Keynes","Local Authority","E06000042","Boys","All pupils","14.8","1420","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Oxfordshire","Local Authority","E10000025","Boys","All pupils","17.7","3053","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All pupils","All pupils","Portsmouth","Local Authority","E06000044","Boys","All pupils","15.7","909","","",""
