"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","United Kingdom","291","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Median","United Kingdom","293","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","United Kingdom","294","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","United Kingdom","274","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed/Multiple","ONS 5+2","Median","United Kingdom","239","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","United Kingdom","209","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","United Kingdom","221","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","United Kingdom","249","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed/Multiple and Other","ONS 5+2","Median","United Kingdom","244","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Count","United Kingdom","8,550,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Count","United Kingdom","8,250,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Count","United Kingdom","8,000,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Count","United Kingdom","250,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Mixed/Multiple","ONS 5+2","Count","United Kingdom"," .. ","","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Count","United Kingdom","100,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Count","United Kingdom","150,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Count","United Kingdom","50,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Mixed/Multiple and Other","ONS 5+2","Count","United Kingdom","50,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","All","ONS 5+2","Count","United Kingdom","27,044","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White All","ONS 5+2","Count","United Kingdom","26,273","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White British","ONS 5+2","Count","United Kingdom","25,543","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White Other","ONS 5+2","Count","United Kingdom","730","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Mixed/Multiple","ONS 5+2","Count","United Kingdom","60","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Black","ONS 5+2","Count","United Kingdom","218","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Asian","ONS 5+2","Count","United Kingdom","383","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Other","ONS 5+2","Count","United Kingdom","110","","","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Mixed/Multiple and Other","ONS 5+2","Count","United Kingdom","170","","","",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","97","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","29","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","23","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","United Kingdom","61","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Investment income","United Kingdom","68","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Earnings income","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income","United Kingdom","45","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","97","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","29","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","23","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Occupational pension income","United Kingdom","62","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Personal pension income","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Investment income","United Kingdom","69","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Earnings income","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Other income","United Kingdom","45","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","United Kingdom","97","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
