"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","436"," N/A "," N/A ","13.48%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","478"," N/A "," N/A ","14.78%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","101"," N/A "," N/A ","3.12%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","105"," N/A "," N/A ","3.25%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","139"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","London, City of","Police Force Area","2,114"," N/A "," N/A ","65.37%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","357","9,956","35.86","1.02%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","939","7,760","121.01","2.69%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","451","11,922","37.83","1.29%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","464","10,522","44.1","1.33%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","458"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Merseyside","Police Force Area","32,637","630,874","51.73","93.66%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","28,708","704,796","40.73","13.52%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","59,858","507,676","117.91","28.19%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","8,006","206,877","38.7","3.77%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","12,131","198,416","61.14","5.71%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","6,571"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Metropolitan Police","Police Force Area","103,607","2,411,433","42.96","48.80%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","132","4,683","28.19","0.95%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","464","2,442","190.01","3.33%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","82","2,666","30.76","0.59%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","195","5,073","38.44","1.40%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","127"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Norfolk","Police Force Area","13,070","405,296","32.25","93.74%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","78","3,433","22.72","0.50%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","90","802","112.22","0.57%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","73","2,416","30.22","0.47%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","47","2,555","18.4","0.30%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","236"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Wales","Police Force Area","15,405","329,009","46.82","98.16%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","130","5,100","25.49","0.84%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","132","2,021","65.31","0.85%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","146","3,161","46.19","0.94%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","22","3,750","5.87","0.14%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","384"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","North Yorkshire","Police Force Area","15,077","376,332","40.06","97.23%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","456","11,312","40.31","3.94%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","867","8,391","103.32","7.49%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","88","2,838","31.01","0.76%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","317","7,214","43.94","2.74%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","49"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northamptonshire","Police Force Area","9,844","311,587","31.59","85.07%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","875","20,028","43.69","2.22%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","380","4,958","76.64","0.96%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","100","9,830","10.17","0.25%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","187","6,267","29.84","0.47%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","313"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Northumbria","Police Force Area","37,840","653,637","57.89","96.08%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,229","24,823","49.51","4.50%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,874","13,780","135.99","6.87%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","197","8,418","23.4","0.72%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","1,254","16,232","77.25","4.60%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","187"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Nottinghamshire","Police Force Area","22,735","477,246","47.64","83.31%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","566","18,719","30.24","2.20%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","689","6,975","98.78","2.67%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","294","10,479","28.06","1.14%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","393","8,854","44.39","1.52%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","431"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Wales","Police Force Area","23,832","585,140","40.73","92.47%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","1,155","28,371","40.71","4.50%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","1,227","13,421","91.42","4.78%"
"Number of arrests","2010/11","Financial year","Other","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","326","13,462","24.22","1.27%"
"Number of arrests","2010/11","Financial year","Mixed","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","321","10,346","31.03","1.25%"
"Number of arrests","2010/11","Financial year","Unreported","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","67"," N/A "," N/A ","N/A"
"Number of arrests","2010/11","Financial year","White","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","South Yorkshire","Police Force Area","22,627","596,172","37.95","88.19%"
"Number of arrests","2010/11","Financial year","Asian","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area","1,029","18,328","56.14","5.01%"
"Number of arrests","2010/11","Financial year","Black","ONS 2001 5+1","Male","Male/Female","All","Arrest age group categories","Staffordshire","Police Force Area","486","4,721","102.94","2.36%"
