"Title","Household income"
"Location","United Kingdom"
"Time period","2013/14 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/family-resources-survey-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","16 March 2017"
"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","426","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","426","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","426","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","426","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","426","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","426","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","426","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","426","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","426","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","426","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","19","426","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,226","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,226","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,226","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,226","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","2,226","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","2,226","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,226","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,226","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,226","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,226","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","26","2,226","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","954","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","954","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","954","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","954","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","954","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","954","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","954","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","954","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","954","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","954","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2011/12-2013/14","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","34","954","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","514","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","514","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","514","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","514","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","15","514","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","15","514","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2011/12-2013/14","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","514","","","",""
