"Title","Employment by sector"
"Time period","2004 to 2016"
"Location","United Kingdom"
"Source","Annual Population Survey"
"Department","Department for Business, Energy & Industrial Strategy"
"Last update","n/a"
"
"
Measure,Time,Time_type,Ethnicity,Ethnicity_type,Industry,Value,Value, Denominator , Numerator ,Conf,Note
"Proportion of ethnic group who are employed, split by industry",2004,Year,All,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),1.0,," 28,156,000 "," 271,600 ",0.0,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),0.4,," 873,100 "," 3,500 ",*,* Estimate and confidence interval unreliable since the group sample size is small (3-9).
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.6,," 873,100 "," 13,700 ",0.7,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),6,," 873,100 "," 52,400 ",1.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),F:construction (SIC 2007),3.7,," 873,100 "," 32,200 ",1,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",27.8,," 873,100 "," 242,500 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),88.3,," 873,100 "," 771,300 ",1.7,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",10.5,," 873,100 "," 91,500 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",16.2,," 873,100 "," 141,700 ",2,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",28.5,," 873,100 "," 248,700 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Other,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),5.4,," 873,100 "," 46,800 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),0.1,," 575,400 ", 800 ,*,* Estimate and confidence interval unreliable since the group sample size is small (3-9).
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1,," 575,400 "," 5,600 ",0.6,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),5.5,," 575,400 "," 31,600 ",1.5,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),F:construction (SIC 2007),3.9,," 575,400 "," 22,400 ",1.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",31.9,," 575,400 "," 183,400 ",3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),89.5,," 575,400 "," 515,000 ",2,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",17.4,," 575,400 "," 100,300 ",2.5,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",15.2,," 575,400 "," 87,200 ",2.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",22.3,," 575,400 "," 128,200 ",2.7,
"Proportion of ethnic group who are employed, split by industry",2014,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),2.8,," 575,400 "," 16,000 ",1.1,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),1.3,," 26,918,900 "," 362,600 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.9,," 26,918,900 "," 500,900 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),10.2,," 26,918,900 "," 2,746,300 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),F:construction (SIC 2007),7.7,," 26,918,900 "," 2,070,300 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",18,," 26,918,900 "," 4,856,500 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),78.9,," 26,918,900 "," 21,238,800 ",0.4,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",8.3,," 26,918,900 "," 2,241,300 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",16.7,," 26,918,900 "," 4,490,400 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",29.9,," 26,918,900 "," 8,061,100 ",0.4,
"Proportion of ethnic group who are employed, split by industry",2014,Year,White,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),5.9,," 26,918,900 "," 1,589,500 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),1.1,," 30,963,300 "," 355,400 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.7,," 30,963,300 "," 539,700 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),9.6,," 30,963,300 "," 2,976,800 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),F:construction (SIC 2007),7.2,," 30,963,300 "," 2,242,100 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",18.4,," 30,963,300 "," 5,699,600 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),80.3,," 30,963,300 "," 24,849,300 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",9.0,," 30,963,300 "," 2,771,800 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",17.0,," 30,963,300 "," 5,262,800 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",30.0,," 30,963,300 "," 9,284,800 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,All,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),5.9,," 30,963,300 "," 1,830,300 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),?,," 860,500 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",0.5,," 860,500 "," 4,400 ",0.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),3.7,," 860,500 "," 31,500 ",1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),F:construction (SIC 2007),3.5,," 860,500 "," 29,700 ",1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",16.3,," 860,500 "," 139,900 ",2.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),92.3,," 860,500 "," 794,600 ",1.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",10.6,," 860,500 "," 91,000 ",1.7,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",18.5,," 860,500 "," 158,900 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",41.7,," 860,500 "," 359,300 ",2.8,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Black or Black British,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),5.3,," 860,500 "," 45,600 ",1.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),0.1,," 811,600 "," 1,000 ",*,* Estimate and confidence interval unreliable since the group sample size is small (3-9).
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1,," 811,600 "," 7,800 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),9.6,," 811,600 "," 78,200 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),F:construction (SIC 2007),5,," 811,600 "," 40,500 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",18.6,," 811,600 "," 150,800 ",2.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),84.3,," 811,600 "," 684,000 ",2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",14.1,," 811,600 "," 114,300 ",1.9,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",19.1,," 811,600 "," 155,100 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",28.8,," 811,600 "," 233,800 ",2.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Indian,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),3.7,," 811,600 "," 29,900 ",1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),?,," 296,900 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.2,," 296,900 "," 3,500 ",1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),5.8,," 296,900 "," 17,200 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),F:construction (SIC 2007),3.8,," 296,900 "," 11,400 ",1.8,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",21,," 296,900 "," 62,400 ",3.8,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),89,," 296,900 "," 264,100 ",2.9,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",8.5,," 296,900 "," 25,300 ",2.6,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",19.9,," 296,900 "," 59,200 ",3.7,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",32.5,," 296,900 "," 96,500 ",4.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Mixed,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),7,," 296,900 "," 20,800 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),0.3,," 920,900 "," 2,700 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.1,," 920,900 "," 9,900 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),6.7,," 920,900 "," 62,100 ",1.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),F:construction (SIC 2007),2.7,," 920,900 "," 25,300 ",0.9,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",27.8,," 920,900 "," 256,100 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),89.2,," 920,900 "," 821,000 ",1.7,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",10.7,," 920,900 "," 98,200 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",15.4,," 920,900 "," 141,700 ",1.9,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",30.3,," 920,900 "," 279,400 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Other,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),4.9,," 920,900 "," 45,500 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),?,," 587,700 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",0.8,," 587,700 "," 4,800 ",0.6,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),5.5,," 587,700 "," 32,100 ",1.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),F:construction (SIC 2007),2.3,," 587,700 "," 13,400 ",1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",30.7,," 587,700 "," 180,600 ",3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),91.4,," 587,700 "," 537,100 ",1.8,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",17.1,," 587,700 "," 100,300 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",17.4,," 587,700 "," 102,300 ",2.5,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",22.4,," 587,700 "," 131,700 ",2.7,
"Proportion of ethnic group who are employed, split by industry",2015,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),3.8,," 587,700 "," 22,200 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),A:agriculture & fishing (SIC 2007),1.3,," 27,452,600 "," 350,400 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),"B,D,E:energy & water (SIC 2007)",1.9,," 27,452,600 "," 508,900 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),C:manufacturing (SIC 2007),10,," 27,452,600 "," 2,754,200 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),F:construction (SIC 2007),7.7,," 27,452,600 "," 2,120,400 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),"G,I:distn. hotels & rests. (SIC 2007)",17.9,," 27,452,600 "," 4,903,900 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),G-Q:total services (SIC 2007),79.1,," 27,452,600 "," 21,718,800 ",0.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),"H,J:transport & comms. (SIC 2007)",8.5,," 27,452,600 "," 2,339,000 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),"K-N:banking, finance & ins. (SIC 2007)",16.9,," 27,452,600 "," 4,638,800 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),"O-Q:pub. admin, educ. & health (SIC 2007)",29.8,," 27,452,600 "," 8,173,600 ",0.4,
"Proportion of ethnic group who are employed, split by industry",2015,Year,White,ONS defined grouping (NOMIS),R-U:other services (SIC 2007),6.1,," 27,452,600 "," 1,663,500 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Agriculture & Fishing ,1.1,1," 31,269,900 "," 354,200 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Energy & Water ,1.7,2," 31,269,900 "," 525,800 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Manufacturing ,9.4,9," 31,269,900 "," 2,926,000 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Construction ,7.1,7," 31,269,900 "," 2,210,300 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Distn. Hotels & Rests. ,18.6,19," 31,269,900 "," 5,824,400 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Total Services ,80.8,81," 31,269,900 "," 25,253,500 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),"H,J:transport & comms. ",9.1,9," 31,269,900 "," 2,850,300 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),"Banking, Finance & ins. ",17.2,17," 31,269,900 "," 5,376,900 ",0.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),"Pub. Admin, Educ. & Health ",29.9,30," 31,269,900 "," 9,353,800 ",0.3,
"Proportion of ethnic group who are employed, split by industry",2016,Year,All,ONS defined grouping (NOMIS),Other Services ,5.9,6," 31,269,900 "," 1,848,100 ",0.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Agriculture & Fishing ,?,n/a," 883,700 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Energy & Water ,0.7,1," 883,700 "," 6,100 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Manufacturing ,4.2,4," 883,700 "," 36,800 ",1.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Construction ,3.8,4," 883,700 "," 33,600 ",1.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Distn. Hotels & Rests. ,15.5,16," 883,700 "," 136,900 ",2.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Total Services ,91.3,91," 883,700 "," 807,000 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),"H,J:transport & comms. ",11.1,11," 883,700 "," 97,700 ",1.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),"Banking, Finance & ins. ",17.8,18," 883,700 "," 157,000 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),"Pub. Admin, Educ. & Health ",42.5,43," 883,700 "," 376,000 ",2.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Black or Black British,ONS defined grouping (NOMIS),Other Services ,4.5,5," 883,700 "," 39,400 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Agriculture & Fishing ,?,n/a," 838,000 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Energy & Water ,0.8,1," 838,000 "," 7,000 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Manufacturing ,9.7,10," 838,000 "," 81,600 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Construction ,3.1,3," 838,000 "," 26,000 ",1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Distn. Hotels & Rests. ,20.7,21," 838,000 "," 173,500 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Total Services ,86.3,86," 838,000 "," 723,500 ",1.9,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),"H,J:transport & comms. ",15.2,15," 838,000 "," 127,400 ",2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),"Banking, Finance & ins. ",19.2,19," 838,000 "," 160,800 ",2.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),"Pub. Admin, Educ. & Health ",28.2,28," 838,000 "," 236,600 ",2.5,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Indian,ONS defined grouping (NOMIS),Other Services ,3.0,3," 838,000 "," 25,200 ",0.9,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Agriculture & Fishing ,?,n/a," 328,500 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Energy & Water ,1.4,1," 328,500 "," 4,700 ",1.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Manufacturing ,6.7,7," 328,500 "," 22,200 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Construction ,3.8,4," 328,500 "," 12,500 ",1.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Distn. Hotels & Rests. ,20.4,20," 328,500 "," 67,000 ",3.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Total Services ,88,88," 328,500 "," 289,000 ",3.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),"H,J:transport & comms. ",9.5,10," 328,500 "," 31,100 ",2.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),"Banking, Finance & ins. ",20.8,21," 328,500 "," 68,300 ",3.8,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),"Pub. Admin, Educ. & Health ",30,30," 328,500 "," 98,700 ",4.3,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Mixed,ONS defined grouping (NOMIS),Other Services ,7.3,7," 328,500 "," 23,900 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Agriculture & Fishing ,0.2,0," 998,200 "," 2,300 ",*,* Estimate and confidence interval unreliable since the group sample size is small (3-9).
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Energy & Water ,0.8,1," 998,200 "," 7,500 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Manufacturing ,5.8,6," 998,200 "," 57,600 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Construction ,3.5,4," 998,200 "," 34,500 ",1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Distn. Hotels & Rests. ,26.7,27," 998,200 "," 266,800 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Total Services ,89.8,90," 998,200 "," 896,300 ",1.6,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),"H,J:transport & comms. ",11.2,11," 998,200 "," 111,600 ",1.7,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),"Banking, Finance & ins. ",18.6,19," 998,200 "," 185,400 ",2.1,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),"Pub. Admin, Educ. & Health ",27.7,28," 998,200 "," 276,200 ",2.4,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Other,ONS defined grouping (NOMIS),Other Services ,5.6,6," 998,200 "," 56,200 ",1.2,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),Agriculture & Fishing ,?,n/a," 632,200 ", ? ,?,? Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).
"Proportion of ethnic group who are employed, split by industry",2016,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),Energy & Water ,0.7,1," 632,200 "," 4,100 ",0.5,
"Proportion of ethnic group who are employed, split by industry",2016,Year,Pakistani/Bangladeshi,ONS defined grouping (NOMIS),Manufacturing ,5.5,6," 632,200 "," 34,700 ",1.5,
