"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Aug-2012","Black","All","London","59,260","100.0%",""
"Aug-2012","Asian","All","London","27,885","100.0%",""
"Aug-2012","Mixed","All","London","10,185","100.0%",""
"Aug-2012","Other","All","London","11,690","100.0%",""
"Aug-2012","Unreported","All","London","19,060","100.0%",""
"Aug-2012","All","13 weeks or less","London","79,950","36.7%",""
"Aug-2012","White","13 weeks or less","London","34,280","38.2%",""
"Aug-2012","Ethnic Minority","13 weeks or less","London","38,765","35.6%",""
"Aug-2012","White British","13 weeks or less","London","26,525","37.5%",""
"Aug-2012","White Other","13 weeks or less","London","7,755","41.2%",""
"Aug-2012","Black","13 weeks or less","London","19,605","33.1%",""
"Aug-2012","Asian","13 weeks or less","London","10,995","39.4%",""
"Aug-2012","Mixed","13 weeks or less","London","3,955","38.8%",""
"Aug-2012","Other","13 weeks or less","London","4,210","36.0%",""
"Aug-2012","Unreported","13 weeks or less","London","6,905","36.2%",""
"Aug-2012","All","over 13 and up to 26 weeks","London","33,705","15.5%",""
"Aug-2012","White","over 13 and up to 26 weeks","London","13,835","15.4%",""
"Aug-2012","Ethnic Minority","over 13 and up to 26 weeks","London","16,970","15.6%",""
"Aug-2012","White British","over 13 and up to 26 weeks","London","10,595","15.0%",""
"Aug-2012","White Other","over 13 and up to 26 weeks","London","3,235","17.2%",""
"Aug-2012","Black","over 13 and up to 26 weeks","London","8,735","14.7%",""
"Aug-2012","Asian","over 13 and up to 26 weeks","London","4,720","16.9%",""
"Aug-2012","Mixed","over 13 and up to 26 weeks","London","1,625","16.0%",""
"Aug-2012","Other","over 13 and up to 26 weeks","London","1,885","16.1%",""
"Aug-2012","Unreported","over 13 and up to 26 weeks","London","2,905","15.2%",""
"Aug-2012","All","over 26 and up to 52 weeks","London","38,605","17.7%",""
"Aug-2012","White","over 26 and up to 52 weeks","London","15,575","17.4%",""
"Aug-2012","Ethnic Minority","over 26 and up to 52 weeks","London","19,740","18.1%",""
"Aug-2012","White British","over 26 and up to 52 weeks","London","12,110","17.1%",""
"Aug-2012","White Other","over 26 and up to 52 weeks","London","3,460","18.4%",""
"Aug-2012","Black","over 26 and up to 52 weeks","London","10,870","18.3%",""
"Aug-2012","Asian","over 26 and up to 52 weeks","London","4,830","17.3%",""
"Aug-2012","Mixed","over 26 and up to 52 weeks","London","1,845","18.1%",""
"Aug-2012","Other","over 26 and up to 52 weeks","London","2,190","18.7%",""
"Aug-2012","Unreported","over 26 and up to 52 weeks","London","3,290","17.3%",""
"Aug-2012","All","over 52 and up to 78 weeks","London","27,460","12.6%",""
"Aug-2012","White","over 52 and up to 78 weeks","London","10,740","12.0%",""
"Aug-2012","Ethnic Minority","over 52 and up to 78 weeks","London","14,225","13.0%",""
"Aug-2012","White British","over 52 and up to 78 weeks","London","8,865","12.5%",""
"Aug-2012","White Other","over 52 and up to 78 weeks","London","1,875","10.0%",""
"Aug-2012","Black","over 52 and up to 78 weeks","London","8,155","13.8%",""
"Aug-2012","Asian","over 52 and up to 78 weeks","London","3,395","12.2%",""
"Aug-2012","Mixed","over 52 and up to 78 weeks","London","1,235","12.1%",""
"Aug-2012","Other","over 52 and up to 78 weeks","London","1,445","12.4%",""
"Aug-2012","Unreported","over 52 and up to 78 weeks","London","2,495","13.1%",""
"Aug-2012","All","over 78 and up to 104 weeks","London","17,990","8.3%",""
"Aug-2012","White","over 78 and up to 104 weeks","London","7,065","7.9%",""
"Aug-2012","Ethnic Minority","over 78 and up to 104 weeks","London","9,390","8.6%",""
"Aug-2012","White British","over 78 and up to 104 weeks","London","5,840","8.2%",""
"Aug-2012","White Other","over 78 and up to 104 weeks","London","1,225","6.5%",""
"Aug-2012","Black","over 78 and up to 104 weeks","London","5,545","9.4%",""
"Aug-2012","Asian","over 78 and up to 104 weeks","London","2,060","7.4%",""
"Aug-2012","Mixed","over 78 and up to 104 weeks","London","760","7.5%",""
"Aug-2012","Other","over 78 and up to 104 weeks","London","1,025","8.8%",""
"Aug-2012","Unreported","over 78 and up to 104 weeks","London","1,535","8.1%",""
"Aug-2012","All","over 104 weeks","London","20,010","9.2%",""
"Aug-2012","White","over 104 weeks","London","8,145","9.1%",""
"Aug-2012","Ethnic Minority","over 104 weeks","London","9,935","9.1%",""
"Aug-2012","White British","over 104 weeks","London","6,870","9.7%",""
"Aug-2012","White Other","over 104 weeks","London","1,275","6.8%",""
"Aug-2012","Black","over 104 weeks","London","6,350","10.7%",""
"Aug-2012","Asian","over 104 weeks","London","1,885","6.8%",""
"Aug-2012","Mixed","over 104 weeks","London","765","7.5%",""
"Aug-2012","Other","over 104 weeks","London","935","8.0%",""
"Aug-2012","Unreported","over 104 weeks","London","1,935","10.2%",""
"Aug-2012","All","All","North East","91,805","100.0%",""
"Aug-2012","White","All","North East","84,740","100.0%",""
"Aug-2012","Ethnic Minority","All","North East","3,270","100.0%",""
"Aug-2012","White British","All","North East","83,540","100.0%",""
"Aug-2012","White Other","All","North East","1,205","100.0%",""
"Aug-2012","Black","All","North East","685","100.0%",""
"Aug-2012","Asian","All","North East","1,345","100.0%",""
"Aug-2012","Mixed","All","North East","510","100.0%",""
"Aug-2012","Other","All","North East","730","100.0%",""
"Aug-2012","Unreported","All","North East","3,795","100.0%",""
"Aug-2012","All","13 weeks or less","North East","29,745","32.4%",""
"Aug-2012","White","13 weeks or less","North East","27,515","32.5%",""
"Aug-2012","Ethnic Minority","13 weeks or less","North East","1,075","32.9%",""
"Aug-2012","White British","13 weeks or less","North East","27,065","32.4%",""
"Aug-2012","White Other","13 weeks or less","North East","450","37.3%",""
"Aug-2012","Black","13 weeks or less","North East","235","34.3%",""
"Aug-2012","Asian","13 weeks or less","North East","440","32.7%",""
"Aug-2012","Mixed","13 weeks or less","North East","175","34.3%",""
"Aug-2012","Other","13 weeks or less","North East","230","31.5%",""
"Aug-2012","Unreported","13 weeks or less","North East","1,155","30.4%",""
"Aug-2012","All","over 13 and up to 26 weeks","North East","14,735","16.1%",""
"Aug-2012","White","over 13 and up to 26 weeks","North East","13,555","16.0%",""
"Aug-2012","Ethnic Minority","over 13 and up to 26 weeks","North East","600","18.3%",""
"Aug-2012","White British","over 13 and up to 26 weeks","North East","13,330","16.0%",""
"Aug-2012","White Other","over 13 and up to 26 weeks","North East","230","19.1%",""
"Aug-2012","Black","over 13 and up to 26 weeks","North East","95","13.9%",""
"Aug-2012","Asian","over 13 and up to 26 weeks","North East","260","19.3%",""
"Aug-2012","Mixed","over 13 and up to 26 weeks","North East","90","17.6%",""
"Aug-2012","Other","over 13 and up to 26 weeks","North East","145","19.9%",""
"Aug-2012","Unreported","over 13 and up to 26 weeks","North East","580","15.3%",""
"Aug-2012","All","over 26 and up to 52 weeks","North East","19,565","21.3%",""
"Aug-2012","White","over 26 and up to 52 weeks","North East","18,030","21.3%",""
"Aug-2012","Ethnic Minority","over 26 and up to 52 weeks","North East","735","22.5%",""
"Aug-2012","White British","over 26 and up to 52 weeks","North East","17,725","21.2%",""
"Aug-2012","White Other","over 26 and up to 52 weeks","North East","300","24.9%",""
"Aug-2012","Black","over 26 and up to 52 weeks","North East","155","22.6%",""
"Aug-2012","Asian","over 26 and up to 52 weeks","North East","300","22.3%",""
"Aug-2012","Mixed","over 26 and up to 52 weeks","North East","115","22.5%",""
"Aug-2012","Other","over 26 and up to 52 weeks","North East","165","22.6%",""
"Aug-2012","Unreported","over 26 and up to 52 weeks","North East","800","21.1%",""
"Aug-2012","All","over 52 and up to 78 weeks","North East","13,980","15.2%",""
"Aug-2012","White","over 52 and up to 78 weeks","North East","12,935","15.3%",""
"Aug-2012","Ethnic Minority","over 52 and up to 78 weeks","North East","445","13.6%",""
"Aug-2012","White British","over 52 and up to 78 weeks","North East","12,805","15.3%",""
"Aug-2012","White Other","over 52 and up to 78 weeks","North East","130","10.8%",""
"Aug-2012","Black","over 52 and up to 78 weeks","North East","105","15.3%",""
"Aug-2012","Asian","over 52 and up to 78 weeks","North East","190","14.1%",""
"Aug-2012","Mixed","over 52 and up to 78 weeks","North East","65","12.7%",""
"Aug-2012","Other","over 52 and up to 78 weeks","North East","90","12.3%",""
"Aug-2012","Unreported","over 52 and up to 78 weeks","North East","600","15.8%",""
"Aug-2012","All","over 78 and up to 104 weeks","North East","8,025","8.7%",""
"Aug-2012","White","over 78 and up to 104 weeks","North East","7,455","8.8%",""
"Aug-2012","Ethnic Minority","over 78 and up to 104 weeks","North East","235","7.2%",""
"Aug-2012","White British","over 78 and up to 104 weeks","North East","7,400","8.9%",""
"Aug-2012","White Other","over 78 and up to 104 weeks","North East","55","4.6%",""
"Aug-2012","Black","over 78 and up to 104 weeks","North East","60","8.8%",""
"Aug-2012","Asian","over 78 and up to 104 weeks","North East","85","6.3%",""
"Aug-2012","Mixed","over 78 and up to 104 weeks","North East","40","7.8%",""
"Aug-2012","Other","over 78 and up to 104 weeks","North East","50","6.8%",""
"Aug-2012","Unreported","over 78 and up to 104 weeks","North East","335","8.8%",""
"Aug-2012","All","over 104 weeks","North East","5,760","6.3%",""
"Aug-2012","White","over 104 weeks","North East","5,250","6.2%",""
"Aug-2012","Ethnic Minority","over 104 weeks","North East","180","5.5%",""
"Aug-2012","White British","over 104 weeks","North East","5,215","6.2%",""
"Aug-2012","White Other","over 104 weeks","North East","35","2.9%",""
"Aug-2012","Black","over 104 weeks","North East","35","5.1%",""
"Aug-2012","Asian","over 104 weeks","North East","70","5.2%",""
"Aug-2012","Mixed","over 104 weeks","North East","30","5.9%",""
"Aug-2012","Other","over 104 weeks","North East","50","6.8%",""
"Aug-2012","Unreported","over 104 weeks","North East","330","8.7%",""
"Aug-2012","All","All","North West","198,595","100.0%",""
"Aug-2012","White","All","North West","168,305","100.0%",""
"Aug-2012","Ethnic Minority","All","North West","21,465","100.0%",""
"Aug-2012","White British","All","North West","163,750","100.0%",""
"Aug-2012","White Other","All","North West","4,555","100.0%",""
"Aug-2012","Black","All","North West","5,570","100.0%",""
"Aug-2012","Asian","All","North West","10,265","100.0%",""
"Aug-2012","Mixed","All","North West","2,960","100.0%",""
"Aug-2012","Other","All","North West","2,670","100.0%",""
"Aug-2012","Unreported","All","North West","8,820","100.0%",""
"Aug-2012","All","13 weeks or less","North West","74,890","37.7%",""
"Aug-2012","White","13 weeks or less","North West","63,670","37.8%",""
"Aug-2012","Ethnic Minority","13 weeks or less","North West","7,920","36.9%",""
"Aug-2012","White British","13 weeks or less","North West","61,715","37.7%",""
"Aug-2012","White Other","13 weeks or less","North West","1,955","42.9%",""
"Aug-2012","Black","13 weeks or less","North West","1,760","31.6%",""
"Aug-2012","Asian","13 weeks or less","North West","4,155","40.5%",""
"Aug-2012","Mixed","13 weeks or less","North West","1,105","37.3%",""
"Aug-2012","Other","13 weeks or less","North West","895","33.5%",""
"Aug-2012","Unreported","13 weeks or less","North West","3,300","37.4%",""
"Aug-2012","All","over 13 and up to 26 weeks","North West","32,940","16.6%",""
"Aug-2012","White","over 13 and up to 26 weeks","North West","27,685","16.4%",""
"Aug-2012","Ethnic Minority","over 13 and up to 26 weeks","North West","3,860","18.0%",""
"Aug-2012","White British","over 13 and up to 26 weeks","North West","26,820","16.4%",""
"Aug-2012","White Other","over 13 and up to 26 weeks","North West","865","19.0%",""
"Aug-2012","Black","over 13 and up to 26 weeks","North West","880","15.8%",""
"Aug-2012","Asian","over 13 and up to 26 weeks","North West","1,950","19.0%",""
"Aug-2012","Mixed","over 13 and up to 26 weeks","North West","540","18.2%",""
"Aug-2012","Other","over 13 and up to 26 weeks","North West","490","18.4%",""
"Aug-2012","Unreported","over 13 and up to 26 weeks","North West","1,390","15.8%",""
"Aug-2012","All","over 26 and up to 52 weeks","North West","39,425","19.9%",""
"Aug-2012","White","over 26 and up to 52 weeks","North West","33,415","19.9%",""
"Aug-2012","Ethnic Minority","over 26 and up to 52 weeks","North West","4,345","20.2%",""
"Aug-2012","White British","over 26 and up to 52 weeks","North West","32,465","19.8%",""
"Aug-2012","White Other","over 26 and up to 52 weeks","North West","950","20.9%",""
"Aug-2012","Black","over 26 and up to 52 weeks","North West","1,180","21.2%",""
"Aug-2012","Asian","over 26 and up to 52 weeks","North West","1,985","19.3%",""
"Aug-2012","Mixed","over 26 and up to 52 weeks","North West","620","20.9%",""
"Aug-2012","Other","over 26 and up to 52 weeks","North West","560","21.0%",""
"Aug-2012","Unreported","over 26 and up to 52 weeks","North West","1,660","18.8%",""
"Aug-2012","All","over 52 and up to 78 weeks","North West","22,315","11.2%",""
"Aug-2012","White","over 52 and up to 78 weeks","North West","18,850","11.2%",""
"Aug-2012","Ethnic Minority","over 52 and up to 78 weeks","North West","2,450","11.4%",""
"Aug-2012","White British","over 52 and up to 78 weeks","North West","18,505","11.3%",""
"Aug-2012","White Other","over 52 and up to 78 weeks","North West","345","7.6%",""
"Aug-2012","Black","over 52 and up to 78 weeks","North West","725","13.0%",""
"Aug-2012","Asian","over 52 and up to 78 weeks","North West","1,070","10.4%",""
"Aug-2012","Mixed","over 52 and up to 78 weeks","North West","330","11.1%",""
"Aug-2012","Other","over 52 and up to 78 weeks","North West","325","12.2%",""
"Aug-2012","Unreported","over 52 and up to 78 weeks","North West","1,015","11.5%",""
"Aug-2012","All","over 78 and up to 104 weeks","North West","13,975","7.0%",""
"Aug-2012","White","over 78 and up to 104 weeks","North West","11,890","7.1%",""
"Aug-2012","Ethnic Minority","over 78 and up to 104 weeks","North West","1,455","6.8%",""
"Aug-2012","White British","over 78 and up to 104 weeks","North West","11,695","7.1%",""
"Aug-2012","White Other","over 78 and up to 104 weeks","North West","195","4.3%",""
"Aug-2012","Black","over 78 and up to 104 weeks","North West","500","9.0%",""
"Aug-2012","Asian","over 78 and up to 104 weeks","North West","600","5.8%",""
"Aug-2012","Mixed","over 78 and up to 104 weeks","North West","165","5.6%",""
"Aug-2012","Other","over 78 and up to 104 weeks","North West","190","7.1%",""
"Aug-2012","Unreported","over 78 and up to 104 weeks","North West","630","7.1%",""
"Aug-2012","All","over 104 weeks","North West","15,055","7.6%",""
"Aug-2012","White","over 104 weeks","North West","12,790","7.6%",""
"Aug-2012","Ethnic Minority","over 104 weeks","North West","1,435","6.7%",""
"Aug-2012","White British","over 104 weeks","North West","12,550","7.7%",""
"Aug-2012","White Other","over 104 weeks","North West","245","5.4%",""
"Aug-2012","Black","over 104 weeks","North West","525","9.4%",""
"Aug-2012","Asian","over 104 weeks","North West","515","5.0%",""
"Aug-2012","Mixed","over 104 weeks","North West","195","6.6%",""
"Aug-2012","Other","over 104 weeks","North West","200","7.5%",""
"Aug-2012","Unreported","over 104 weeks","North West","825","9.4%",""
"Aug-2012","All","All","Scotland","145,680","100.0%",""
"Aug-2012","White","All","Scotland","135,115","100.0%",""
"Aug-2012","Ethnic Minority","All","Scotland","4,180","100.0%",""
"Aug-2012","White British","All","Scotland","131,555","100.0%",""
"Aug-2012","White Other","All","Scotland","3,560","100.0%",""
"Aug-2012","Black","All","Scotland","905","100.0%",""
"Aug-2012","Asian","All","Scotland","1,845","100.0%",""
"Aug-2012","Mixed","All","Scotland","530","100.0%",""
"Aug-2012","Other","All","Scotland","895","100.0%",""
"Aug-2012","Unreported","All","Scotland","6,385","100.0%",""
"Aug-2012","All","13 weeks or less","Scotland","56,725","38.9%",""
"Aug-2012","White","13 weeks or less","Scotland","52,610","38.9%",""
"Aug-2012","Ethnic Minority","13 weeks or less","Scotland","1,765","42.2%",""
"Aug-2012","White British","13 weeks or less","Scotland","50,955","38.7%",""
"Aug-2012","White Other","13 weeks or less","Scotland","1,655","46.5%",""
"Aug-2012","Black","13 weeks or less","Scotland","355","39.2%",""
"Aug-2012","Asian","13 weeks or less","Scotland","810","43.9%",""
"Aug-2012","Mixed","13 weeks or less","Scotland","250","47.2%",""
"Aug-2012","Other","13 weeks or less","Scotland","350","39.1%",""
"Aug-2012","Unreported","13 weeks or less","Scotland","2,345","36.7%",""
"Aug-2012","All","over 13 and up to 26 weeks","Scotland","23,055","15.8%",""
"Aug-2012","White","over 13 and up to 26 weeks","Scotland","21,375","15.8%",""
"Aug-2012","Ethnic Minority","over 13 and up to 26 weeks","Scotland","730","17.5%",""
"Aug-2012","White British","over 13 and up to 26 weeks","Scotland","20,685","15.7%",""
"Aug-2012","White Other","over 13 and up to 26 weeks","Scotland","695","19.5%",""
"Aug-2012","Black","over 13 and up to 26 weeks","Scotland","165","18.2%",""
"Aug-2012","Asian","over 13 and up to 26 weeks","Scotland","340","18.4%",""
"Aug-2012","Mixed","over 13 and up to 26 weeks","Scotland","95","17.9%",""
