"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"August 2010","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","102","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","8,147","Number of ESA claimants matching geographic, ethnicity and age status ","1.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","103","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","All","All","149","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","11,319","Number of ESA claimants matching geographic, ethnicity and age status ","1.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","19","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","630","Number of ESA claimants matching geographic, ethnicity and age status ","3.0","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","238","Number of ESA claimants matching geographic, ethnicity and age status ","3.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","38","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,055","Number of ESA claimants matching geographic, ethnicity and age status ","3.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","101","Number of ESA claimants matching geographic, ethnicity and age status ","5.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","84","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","25","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,906","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","88","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7,354","Number of ESA claimants matching geographic, ethnicity and age status ","1.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","83","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7,180","Number of ESA claimants matching geographic, ethnicity and age status ","1.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","168","Number of ESA claimants matching geographic, ethnicity and age status ","3.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","All","All","146","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","12,593","Number of ESA claimants matching geographic, ethnicity and age status ","1.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"August 2010","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","10","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","514","Number of ESA claimants matching geographic, ethnicity and age status ","1.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
