"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other Asian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","All","16-24","47.8","20.7","9000","19000","56"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","All","25-49","33.3","15","16000","48000","94"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","All","All (16-64)","38.2","11.3","29000","75000","176"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Men","All (16-64)","30.6","18.4","12000","39000","60"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Women","25-49","44.6","18.4","11000","24000","70"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Other than White","White and Other","Women","All (16-64)","46.4","14.3","17000","36000","116"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","Unknown","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","All","16-24","26.9","3.8","152000","564000","1328"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","All","25-49","14.6","2.2","253000","1732000","2498"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","All","50-64","36.1","2.4","331000","918000","3835"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","All","All (16-64)","22.9","1.5","736000","3213000","7661"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Men","16-24","23.1","5.4","65000","280000","588"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Men","25-49","8.4","3.4","71000","837000","637"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Men","50-64","28.1","3.8","126000","448000","1371"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Men","All (16-64)","16.7","2.3","261000","1564000","2596"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Women","16-24","30.7","5.3","87000","284000","740"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Women","25-49","20.4","2.9","183000","894000","1861"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Women","50-64","43.7","3.1","205000","470000","2464"
"Percentage of individuals employed","2004","Scotland","White","ONS 2011 5+1","Women","All (16-64)","28.8","2","475000","1648000","5065"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","All","16-24","26.2","3.9","135000","514000","1205"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","All","25-49","14.3","2.3","226000","1581000","2231"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","All","50-64","35.9","2.5","305000","850000","3527"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","All","All (16-64)","22.6","1.6","665000","2944000","6963"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Men","16-24","21.9","5.6","55000","251000","523"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Men","25-49","8.1","3.6","62000","762000","558"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Men","50-64","27.9","3.9","116000","415000","1266"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Men","All (16-64)","16.3","2.4","233000","1428000","2347"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Women","16-24","30.4","5.5","80000","263000","682"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Women","25-49","20.0","3","164000","818000","1673"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Women","50-64","43.5","3.2","189000","434000","2261"
"Percentage of individuals employed","2004","Scotland","White British","Detailed","Women","All (16-64)","28.5","2.1","432000","1516000","4616"
"Percentage of individuals employed","2004","Scotland","White Other","Detailed","All","16-24","34.2","13.2","17000","49000","123"
"Percentage of individuals employed","2004","Scotland","White Other","Detailed","All","25-49","18.4","7.3","28000","151000","267"
"Percentage of individuals employed","2004","Scotland","White Other","Detailed","All","50-64","38.8","8.6","26000","68000","308"
"Percentage of individuals employed","2004","Scotland","White Other","Detailed","All","All (16-64)","26.5","5.2","71000","268000","698"
