"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_type","Geography_code","Geography_name","Age group_type","Age group","Value","Numerator","Denominator"
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","30 to 34",3.6,72,20
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","30 to 34",3,6482,2173
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","35 to 39",2.9,141,49
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","35 to 39",2.3,169,72
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","35 to 39",1.6,13,8
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","35 to 39",2.1,17,8
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","35 to 39",2.8,4219,1525
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","40 to 44",2.1,27,13
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","40 to 44",2.2,162,72
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","40 to 44",1.5,3,2
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","40 to 44",1,3,3
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","40 to 44",2.5,2322,918
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","45 to 49",3.3,46,14
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","45 to 49",3.3,69,21
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","45 to 49",4,12,3
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","45 to 49",1,1,1
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","45 to 49",2.6,1116,433
"Average number of offences per reoffender",2006,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","50+",1.7,5,3
"Average number of offences per reoffender",2006,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","50+",2.9,26,9
"Average number of offences per reoffender",2006,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","50+",4.2,17,4
"Average number of offences per reoffender",2006,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","50+",1,1,1
"Average number of offences per reoffender",2006,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Adult","50+",2.9,1086,373
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",2.8,61,22
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",3.6,40,11
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",2.1,34,16
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",1.5,3,2
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","18 to 20",3.3,8523,2602
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","21 to 24",2.7,91,34
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","21 to 24",3.8,65,17
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","21 to 24",2.4,34,14
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","21 to 24",3.8,46,12
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","21 to 24",3.2,7543,2322
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","25 to 29",2.2,52,24
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","25 to 29",3,80,27
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","25 to 29",2,16,8
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","25 to 29",4.1,37,9
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","25 to 29",3.5,7037,2027
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","30 to 34",4.2,104,25
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","30 to 34",2.8,54,19
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","30 to 34",2.4,24,10
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","30 to 34",1.9,13,7
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","30 to 34",3.2,4397,1364
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","35 to 39",4.6,41,9
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","35 to 39",4.4,31,7
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","35 to 39",2.6,23,9
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","35 to 39",12.5,25,2
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","35 to 39",3,2952,987
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","40 to 44",1.8,9,5
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","40 to 44",2.3,25,11
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","40 to 44",1,3,3
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","40 to 44",1,2,2
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","40 to 44",2.6,1537,595
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","45 to 49",NA,0,0
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","45 to 49",1.2,6,5
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","45 to 49",1.5,6,4
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","45 to 49",1,1,1
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","45 to 49",2.5,830,337
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","50+",1,1,1
"Average number of offences per reoffender",2007,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","50+",NA,0,0
"Average number of offences per reoffender",2007,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","50+",2.4,12,5
"Average number of offences per reoffender",2007,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","50+",NA,0,0
"Average number of offences per reoffender",2007,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000001","North East","Adult","50+",3.1,905,294
"Average number of offences per reoffender",2007,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Adult","18 to 20",2.6,661,252
