"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","418900","31500","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","12","26171900","3166800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","26171900","3651100","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","26171900","2309400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26171900","2814500","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26171900","2667100","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","26171900","1745500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","18","26171900","4732900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26171900","2045500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2009","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","12","26171900","3038900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","28883200","3292600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","28883200","3971800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","28883200","2666400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","28883200","3135200","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","28883200","2910400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","28883200","1925400","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","28883200","5447500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","28883200","2353300","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","28883200","3180500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","12","650400","77000","2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","650400","84800","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","16","650400","101500","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","650400","98200","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","5","650400","33100","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","5","650400","33800","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","650400","131300","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","650400","58100","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","650400","32700","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","699100","78400","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","699100","91900","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","699100","42000","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","10","699100","71100","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","699100","66700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","699100","45800","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","28","699100","198600","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","699100","70200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","699100","34400","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","218000","22700","3.2",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","18","218000","39400","4",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","218000","22000","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","218000","24400","3.3",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","8","218000","18300","2.9",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","3","218000","7400","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","22","218000","47000","4.3",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","218000","21000","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","218000","15900","2.7",""
"Proportion of ethnic group who are employed, split by occupation group","2010","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","765200","62000","1.5",""
