"Measure","Domain","decile_label","Ethnicity","Ethnicity_type","Value","Value_type","Numerator","Denominator"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Mixed: White and Black African","ONS 2011 18+1","10.80","%","17452","161550"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.99","%","33245","332708"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Mixed: Other Mixed","ONS 2011 18+1","10.87","%","30771","283005"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Other: All","ONS 2011 18+1","10.31","%","56539","548418"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Other: Arab","ONS 2011 18+1","9.81","%","21679","220985"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","Other: Any Other","ONS 2011 18+1","10.65","%","34860","327433"
"Percentage of people living in these neighbourhoods","Employment Deprivation","40% to 50% most deprived","All","ONS 2011 18+1","10.07","%","5336857","53012456"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","White: All","ONS 2011 18+1","10.21","%","4625144","45281142"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","White: British","ONS 2011 18+1","10.23","%","4326674","42279236"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","White: Irish","ONS 2011 18+1","10.28","%","53123","517001"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","9.09","%","4991","54895"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","White: White Other","ONS 2011 18+1","9.89","%","240356","2430010"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: All","ONS 2011 18+1","9.14","%","378838","4143403"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: Indian","ONS 2011 18+1","11.09","%","154781","1395702"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: Pakistani","ONS 2011 18+1","6.77","%","75311","1112282"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: Bangladeshi","ONS 2011 18+1","6.13","%","26761","436514"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: Chinese","ONS 2011 18+1","9.17","%","34795","379503"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Asian: Asian Other","ONS 2011 18+1","10.64","%","87190","819402"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Black:  All","ONS 2011 18+1","7.71","%","142408","1846614"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Black:  Black African","ONS 2011 18+1","7.25","%","70912","977741"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Black:  Black Caribbean","ONS 2011 18+1","8.62","%","50955","591016"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Black:  Black Other","ONS 2011 18+1","7.39","%","20541","277857"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Mixed: All","ONS 2011 18+1","8.95","%","106794","1192879"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","8.27","%","34384","415616"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Mixed: White and Black African","ONS 2011 18+1","8.81","%","14239","161550"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.44","%","31400","332708"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Mixed: Other Mixed","ONS 2011 18+1","9.46","%","26771","283005"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Other: All","ONS 2011 18+1","8.89","%","48775","548418"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Other: Arab","ONS 2011 18+1","8.31","%","18358","220985"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","Other: Any Other","ONS 2011 18+1","9.29","%","30417","327433"
"Percentage of people living in these neighbourhoods","Employment Deprivation","50% to 60% most deprived","All","ONS 2011 18+1","10.00","%","5301959","53012456"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","White: All","ONS 2011 18+1","10.44","%","4727707","45281142"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","White: British","ONS 2011 18+1","10.54","%","4456307","42279236"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","White: Irish","ONS 2011 18+1","10.10","%","52237","517001"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","8.52","%","4678","54895"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","White: White Other","ONS 2011 18+1","8.83","%","214485","2430010"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: All","ONS 2011 18+1","7.73","%","320240","4143403"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: Indian","ONS 2011 18+1","9.80","%","136722","1395702"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: Pakistani","ONS 2011 18+1","4.73","%","52641","1112282"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: Bangladeshi","ONS 2011 18+1","4.49","%","19610","436514"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: Chinese","ONS 2011 18+1","9.20","%","34897","379503"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Asian: Asian Other","ONS 2011 18+1","9.32","%","76370","819402"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Black:  All","ONS 2011 18+1","5.48","%","101205","1846614"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Black:  Black African","ONS 2011 18+1","5.26","%","51402","977741"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Black:  Black Caribbean","ONS 2011 18+1","6.00","%","35471","591016"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Black:  Black Other","ONS 2011 18+1","5.16","%","14332","277857"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Mixed: All","ONS 2011 18+1","8.11","%","96711","1192879"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","6.98","%","28994","415616"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Mixed: White and Black African","ONS 2011 18+1","7.54","%","12188","161550"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.35","%","31106","332708"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Mixed: Other Mixed","ONS 2011 18+1","8.63","%","24423","283005"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Other: All","ONS 2011 18+1","7.62","%","41767","548418"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Other: Arab","ONS 2011 18+1","7.66","%","16937","220985"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","Other: Any Other","ONS 2011 18+1","7.58","%","24830","327433"
"Percentage of people living in these neighbourhoods","Employment Deprivation","60% to 70% most deprived","All","ONS 2011 18+1","9.97","%","5287630","53012456"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","White: All","ONS 2011 18+1","10.66","%","4828013","45281142"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","White: British","ONS 2011 18+1","10.81","%","4571535","42279236"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","White: Irish","ONS 2011 18+1","9.44","%","48810","517001"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","9.44","%","5180","54895"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","White: White Other","ONS 2011 18+1","8.33","%","202488","2430010"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: All","ONS 2011 18+1","6.51","%","269882","4143403"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: Indian","ONS 2011 18+1","8.38","%","116953","1395702"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: Pakistani","ONS 2011 18+1","3.59","%","39898","1112282"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: Bangladeshi","ONS 2011 18+1","3.39","%","14804","436514"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: Chinese","ONS 2011 18+1","8.77","%","33282","379503"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Asian: Asian Other","ONS 2011 18+1","7.93","%","64945","819402"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Black:  All","ONS 2011 18+1","3.97","%","73341","1846614"
"Percentage of people living in these neighbourhoods","Employment Deprivation","70% to 80% most deprived","Black:  Black African","ONS 2011 18+1","3.92","%","38333","977741"
