"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Bath and North East Somerset","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","Mixed/multiple ethnic groups: White and Black Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","Mixed/multiple ethnic groups: White and Black Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","Mixed/multiple ethnic groups: White and Black Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","Mixed/multiple ethnic groups: White and Black Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Darlington","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gateshead","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","The Vale of Glamorgan","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gwynedd","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Norfolk","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Tyneside","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wiltshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackpool","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ceredigion","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire East","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wrexham","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wirral","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rutland","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Knowsley","Mixed/multiple ethnic groups: White and Black Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isle of Wight","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Somerset","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Yorkshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wigan","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire West and Chester","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Denbighshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North East Lincolnshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rhondda, Cynon, Taff","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sefton","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derbyshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Devon","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torbay","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lincolnshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merthyr Tydfil","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Conwy","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hartlepool","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bridgend","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Halton","Mixed/multiple ethnic groups: White and Black Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnsley","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dorset","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Monmouthshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Shropshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Somerset","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","St. Helens","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torfaen","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Carmarthenshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Riding of Yorkshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Neath Port Talbot","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Pembrokeshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","Mixed/multiple ethnic groups: White and Black Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Flintshire","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redcar and Cleveland","Mixed/multiple ethnic groups: White and Black Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isles of Scilly","Mixed/multiple ethnic groups: White and Black Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newham","Mixed/multiple ethnic groups: White and Black African","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brent","Mixed/multiple ethnic groups: White and Black African","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Harrow","Mixed/multiple ethnic groups: White and Black African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redbridge","Mixed/multiple ethnic groups: White and Black African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tower Hamlets","Mixed/multiple ethnic groups: White and Black African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Slough","Mixed/multiple ethnic groups: White and Black African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ealing","Mixed/multiple ethnic groups: White and Black African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicester","Mixed/multiple ethnic groups: White and Black African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hounslow","Mixed/multiple ethnic groups: White and Black African","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Waltham Forest","Mixed/multiple ethnic groups: White and Black African","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
