"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","Male","Male/Female/All","60","848","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000040","ONS geography code","Windsor and Maidenhead","Female","Male/Female/All","81","847","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000012","ONS geography code","Hackney","All","Male/Female/All","73","843","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000028","ONS geography code","Bournemouth","Male","Male/Female/All","64","839","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000016","ONS geography code","Leicester","Female","Male/Female/All","69","839","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Female","Male/Female/All","70","838","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Male","Male/Female/All","58","833","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","Female","Male/Female/All","79","832","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000034","ONS geography code","Thurrock","Male","Male/Female/All","66","830","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000013","ONS geography code","Hammersmith and Fulham","Female","Male/Female/All","75","829","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Male","Male/Female/All","55","826","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","77","824","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Mixed","White/Black/Asian/Mixed/Chinese/All","E12000001","ONS geography code","North East","All","Male/Female/All","68","820","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000013","ONS geography code","North Lincolnshire","Male","Male/Female/All","64","818","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000005","ONS geography code","Brent","All","Male/Female/All","64","816","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000011","ONS geography code","Knowsley","Female","Male/Female/All","75","815","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","76","812","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000030","ONS geography code","Surrey","All","Male/Female/All","73","809","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000026","ONS geography code","Coventry","All","Male/Female/All","68","807","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Male","Male/Female/All","56","807","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000013","ONS geography code","Hammersmith and Fulham","Male","Male/Female/All","63","805","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000022","ONS geography code","Bath and North East Somerset","Female","Male/Female/All","77","800","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E08000023","ONS geography code","South Tyneside","Female","Male/Female/All","75","795","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000041","ONS geography code","Wokingham","Male","Male/Female/All","68","792","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000014","ONS geography code","Haringey","Male","Male/Female/All","64","792","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000029","ONS geography code","Poole","Male","Male/Female/All","64","791","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000029","ONS geography code","Poole","Female","Male/Female/All","80","784","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Male","Male/Female/All","70","783","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Female","Male/Female/All","78","781","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000017","ONS geography code","Lancashire","Male","Male/Female/All","50","781","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E09000033","ONS geography code","Westminster","Female","Male/Female/All","77","779","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E08000023","ONS geography code","South Tyneside","Male","Male/Female/All","59","778","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000015","ONS geography code","Harrow","Male","Male/Female/All","69","777","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Female","Male/Female/All","76","776","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000030","ONS geography code","Walsall","All","Male/Female/All","60","775","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000028","ONS geography code","Bournemouth","Female","Male/Female/All","80","773","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Female","Male/Female/All","71","771","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E12000004","ONS geography code","East Midlands","Male","Male/Female/All","52","770","","Region"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000009","ONS geography code","Ealing","Male","Male/Female/All","63","769","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","Male","Male/Female/All","61","767","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000008","ONS geography code","Croydon","All","Male/Female/All","67","766","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","All","White/Black/Asian/Mixed/Chinese/All","E06000006","ONS geography code","Halton","Male","Male/Female/All","48","760","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E06000039","ONS geography code","Slough","All","Male/Female/All","62","758","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000002","ONS geography code","Barking and Dagenham","All","Male/Female/All","71","758","","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","White","White/Black/Asian/Mixed/Chinese/All","E09000011","ONS geography code","Greenwich","Female","Male/Female/All","83","757","","Local authority"
