"Title","Absence from school"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measures","Time","Time_type","Ethnicity","Ethnicity_type","Geography","school_type","Value","Denominator","Numerator"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Hammersmith and Fulham","Special","22.7","132","30"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Hammersmith and Fulham","Special","0","x","0"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Hammersmith and Fulham","Special","29.5","78","23"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Hammersmith and Fulham","Special","21.1","19","4"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Islington","Total","13.7","8720","1191"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Islington","Total","14","3047","428"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Islington","Total","10.7","1775","190"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Islington","Total","8.4","5041","421"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Islington","Total","x","85","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Islington","Total","8.3","1405","116"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Islington","Total","12.5","320","40"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Islington","Primary","10.4","5617","582"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Islington","Primary","11.5","1987","229"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Islington","Primary","9.4","872","82"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Islington","Primary","6.5","2779","180"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Islington","Primary","0","55","0"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Islington","Primary","6.4","701","45"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Islington","Primary","13.3","188","25"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Islington","Secondary","19","2975","565"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Islington","Secondary","18.3","1013","185"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Islington","Secondary","10.7","869","93"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Islington","Secondary","10.2","2149","220"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Islington","Secondary","x","29","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Islington","Secondary","9.6","684","66"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Islington","Secondary","10.4","125","13"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Islington","Special","34.4","128","44"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Islington","Special","29.8","47","14"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Islington","Special","44.1","34","15"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Islington","Special","18.6","113","21"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Islington","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Islington","Special","25","20","5"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Islington","Special","x","7","x"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Kensington and Chelsea","Total","11.5","4134","477"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Kensington and Chelsea","Total","11.6","1798","209"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Kensington and Chelsea","Total","11.9","405","48"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Kensington and Chelsea","Total","7.6","1919","145"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Kensington and Chelsea","Total","10","50","5"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Kensington and Chelsea","Total","9","1858","168"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Kensington and Chelsea","Total","16.8","471","79"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Kensington and Chelsea","Primary","9.6","2370","228"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Kensington and Chelsea","Primary","9.7","1131","110"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Kensington and Chelsea","Primary","12","225","27"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Kensington and Chelsea","Primary","6.7","1112","75"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Kensington and Chelsea","Primary","10.7","28","3"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Kensington and Chelsea","Primary","8.6","1045","90"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Kensington and Chelsea","Primary","13.8","254","35"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Kensington and Chelsea","Secondary","13.9","1718","239"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Kensington and Chelsea","Secondary","14.8","661","98"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Kensington and Chelsea","Secondary","11.7","180","21"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Kensington and Chelsea","Secondary","8.6","799","69"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Kensington and Chelsea","Secondary","x","22","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Kensington and Chelsea","Secondary","9.6","810","78"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Kensington and Chelsea","Secondary","20.3","217","44"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Kensington and Chelsea","Special","21.7","46","10"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Kensington and Chelsea","Special","x","6","x"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Kensington and Chelsea","Special","x","8","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Kensington and Chelsea","Special","0","3","0"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lambeth","Total","10","9416","946"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lambeth","Total","13","4228","549"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lambeth","Total","11.4","1407","161"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lambeth","Total","9.7","13381","1296"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lambeth","Total","4.2","213","9"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lambeth","Total","10.4","1582","164"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lambeth","Total","15.7","744","117"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lambeth","Primary","8","6072","485"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lambeth","Primary","10.3","2593","268"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lambeth","Primary","10.7","776","83"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lambeth","Primary","7.7","7222","554"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lambeth","Primary","6.4","109","7"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lambeth","Primary","10","909","91"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lambeth","Primary","11.9","320","38"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lambeth","Secondary","13.1","3248","427"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lambeth","Secondary","16.6","1595","264"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lambeth","Secondary","12.4","621","77"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lambeth","Secondary","11.3","5937","672"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lambeth","Secondary","x","100","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lambeth","Secondary","10.6","668","71"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lambeth","Secondary","18.8","404","76"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lambeth","Special","35.4","96","34"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lambeth","Special","42.5","40","17"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lambeth","Special","x","10","x"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lambeth","Special","31.5","222","70"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lambeth","Special","0","4","0"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lambeth","Special","x","5","x"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lambeth","Special","15","20","3"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lewisham","Total","12.9","11433","1472"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lewisham","Total","12.8","5092","654"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lewisham","Total","9.7","2191","212"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lewisham","Total","8.8","13630","1203"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lewisham","Total","3.3","480","16"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lewisham","Total","8.3","1038","86"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lewisham","Total","15.9","1378","219"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lewisham","Primary","10.2","7393","751"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lewisham","Primary","11.1","3225","359"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lewisham","Primary","10.1","1396","141"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lewisham","Primary","7.6","7610","581"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lewisham","Primary","4.4","317","14"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lewisham","Primary","7.3","603","44"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lewisham","Primary","12.6","570","72"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lewisham","Secondary","17","3869","657"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lewisham","Secondary","15.3","1801","276"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lewisham","Secondary","8.2","760","62"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lewisham","Secondary","9.3","5716","530"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lewisham","Secondary","x","157","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lewisham","Secondary","8.6","418","36"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lewisham","Secondary","18.2","796","145"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Lewisham","Special","37.4","171","64"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Lewisham","Special","28.8","66","19"
"Persistent absence rate","201617","Academic year","Asian Total","ONS 5+1","Lewisham","Special","25.7","35","9"
"Persistent absence rate","201617","Academic year","Black Total","ONS 5+1","Lewisham","Special","30.3","304","92"
"Persistent absence rate","201617","Academic year","Chinese Total","ONS 5+1","Lewisham","Special","x","6","x"
"Persistent absence rate","201617","Academic year","Other Total","ONS 5+1","Lewisham","Special","35.3","17","6"
"Persistent absence rate","201617","Academic year","Unclassified","ONS 5+1","Lewisham","Special","x","12","x"
"Persistent absence rate","201617","Academic year","White Total","ONS 5+1","Southwark","Total","12.2","10115","1235"
"Persistent absence rate","201617","Academic year","Mixed Total","ONS 5+1","Southwark","Total","11.9","3966","471"
