"Title","Attainment in English and Maths GCSE at grade 5 or above for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Value_type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Sutton","Local Authority","E09000029","Boys","All pupils","86.0","%","279"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Waltham Forest","Local Authority","E09000031","Boys","All pupils","46.4","%","349"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","39.4","%","33"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","48.4","%","500"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","East Sussex","Local Authority","E10000011","Boys","All pupils","45.9","%","37"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Hampshire","Local Authority","E10000014","Boys","All pupils","51.1","%","184"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Isle of Wight","Local Authority","E06000046","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Kent","Local Authority","E10000016","Boys","All pupils","62.2","%","291"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Medway","Local Authority","E06000035","Boys","All pupils","60.9","%","64"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Milton Keynes","Local Authority","E06000042","Boys","All pupils","47.6","%","124"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local Authority","E10000025","Boys","All pupils","48.4","%","155"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Portsmouth","Local Authority","E06000044","Boys","All pupils","56.4","%","39"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Reading","Local Authority","E06000038","Boys","All pupils","58.8","%","97"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Slough","Local Authority","E06000039","Boys","All pupils","60.8","%","446"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Southampton","Local Authority","E06000045","Boys","All pupils","42.7","%","96"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Surrey","Local Authority","E10000030","Boys","All pupils","52.1","%","307"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","West Berkshire","Local Authority","E06000037","Boys","All pupils","!","%","22"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","West Sussex","Local Authority","E10000032","Boys","All pupils","44.6","%","166"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","42.2","%","102"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wokingham","Local Authority","E06000041","Boys","All pupils","52.0","%","102"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","52.9","%","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bournemouth","Local Authority","E06000028","Boys","All pupils","65.0","%","20"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local Authority","E06000023","Boys","All pupils","45.4","%","119"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Cornwall","Local Authority","E06000052","Boys","All pupils","62.5","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","Boys","All pupils","53.8","%","13"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","Boys","All pupils","54.5","%","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","Boys","All pupils","63.4","%","93"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","!","%","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","Boys","All pupils","!","%","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","Boys","All pupils","30.0","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","Boys","All pupils","!","%","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","Boys","All pupils","60.9","%","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","51.2","%","43"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","Boys","All pupils","31.0","%","100"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","Boys","All pupils","!","%","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","Boys","All pupils","48.3","%","29"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","Boys","All pupils","N/A","%","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","Boys","All pupils","!","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","25.0","%","40"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","Boys","All pupils","!","%","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","Boys","All pupils","N/A","%","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","50.0","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","Boys","All pupils","!","%","65"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","Boys","All pupils","!","%","26"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","Boys","All pupils","!","%","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","!","%","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","Boys","All pupils","!","%","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","Boys","All pupils","!","%","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","Boys","All pupils","!","%","13"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","Boys","All pupils","30.7","%","75"
