"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Value_type","Denominator","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","27.1","%","14417","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","29.8","%","671","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","38.0","%","987","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","34.8","%","626","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","54.0","%","63","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","33.1","%","14064","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","37.8","%","662","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","46.7","%","914","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","43.6","%","606","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in highly selective areas","All state-funded schools","All state-funded schools","All state-funded schools","71.7","%","46","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","41.8","%","353761","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","41.8","%","20446","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","46.8","%","46281","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","37.4","%","25308","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","67.4","%","1545","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","39.1","%","178344","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","39.9","%","10123","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44.4","%","23579","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","33.4","%","12516","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","62.6","%","784","","",""
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","Non-selective schools in other areas (inc. low selective areas)","All state-funded schools","All state-funded schools","All state-funded schools","44.6","%","175417","","",""
