"Title","Physical activity"
"Location","England"
"Time period","2015/16"
"Data source","Department for Digital, Culture, Media and Sport"
"Data source link","https://www.sportengland.org/research/active-lives-survey"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Physical Activity Level","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","17.9","%","420","75","28.80%","10.60%","162"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","24"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","75"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","110"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","9.2","%","27202","2504","9.90%","8.60%","14783"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","8.3","%","17897","1487","9.00%","7.60%","10510"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","8.3","%","1282","106","11.00%","6.20%","737"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","11.9","%","3404","405","14.60%","9.70%","1186"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","10.6","%","1232","131","14.90%","7.50%","476"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","*","%","*","*","*","*","172"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","9.7","%","934","90","14.30%","6.50%","337"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","13.4","%","574","77","20.70%","8.40%","245"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","62.1","%","196180","121778","62.40%","61.70%","198911"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","62.8","%","154220","96861","63.20%","62.50%","167292"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","65.8","%","10590","6970","67.20%","64.40%","9898"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","55.6","%","13828","7693","57.30%","54.00%","7984"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","56.6","%","4613","2609","59.30%","53.80%","2910"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","56.1","%","1429","801","60.40%","51.60%","1057"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","70.8","%","2986","2113","73.60%","67.80%","1982"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","All","16+","All","Physically active","56.8","%","2332","1325","60.50%","53.00%","1500"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","64.5","%","95502","61611","65.00%","64.00%","87607"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","65.2","%","74297","48411","65.70%","64.60%","73864"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","66.6","%","5060","3371","68.80%","64.40%","3988"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","60.3","%","7600","4580","62.60%","57.90%","3787"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","62.2","%","2152","1337","66.40%","57.70%","1149"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","58.2","%","700","408","64.40%","51.80%","437"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","71.9","%","1389","999","76.10%","67.30%","771"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Male","16+","All","Physically active","57.4","%","1182","678","62.80%","51.80%","664"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","59.9","%","100211","60038","60.30%","59.50%","110847"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","60.7","%","79620","48359","61.20%","60.30%","93117"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","65.1","%","5524","3596","66.90%","63.20%","5903"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","50.1","%","6213","3111","52.30%","47.90%","4183"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","51.8","%","2452","1271","55.20%","48.50%","1750"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","54.1","%","725","393","60.20%","48.00%","617"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","69.9","%","1591","1112","73.60%","65.90%","1207"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","England","Country","Female","16+","All","Physically active","56.4","%","1147","647","61.40%","51.20%","835"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","East Midlands","Region","All","16+","All","Physically active","61.3","%","16865","10347","62.30%","60.40%","22543"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2015/16","Financial year","East Midlands","Region","All","16+","All","Physically active","61.9","%","14182","8772","62.80%","60.90%","19725"
